Quantum_Feature_0,Quantum_Feature_1,Quantum_Feature_2,Quantum_Feature_3,Quantum_Feature_4,Quantum_Feature_5,Quantum_Feature_6,Quantum_Feature_7,Quantum_Feature_8,Quantum_Feature_9,label,Subject_ID
0.1815558232402914,-0.2610712472597363,-0.6706381877030969,-0.15315885966386977,0.08159933447720169,-0.007154859075665099,-0.3459210088512121,0.11301170835428653,-0.14910813876094564,-0.06771531751597087,1,SUB01_1
0.2016193674870183,-0.32812248269069266,-0.6948849176666522,-0.17858064383445382,0.10068267682341414,0.005419688754663199,-0.3344360121263085,0.08537457121889408,-0.16579804303603407,-0.04410024004358154,1,SUB01_1
0.20551370273870517,-0.37999641542881235,-0.7157560718457812,-0.19142009355639555,0.11431852330162778,0.010776371201772883,-0.32309973578459844,0.06030561809809509,-0.1708209346849257,-0.029693845422582965,1,SUB01_1
0.1889845599662076,-0.4065557044126637,-0.7319201495142591,-0.19189486372464776,0.12342743170283571,0.010889420764776392,-0.31188353153415743,0.038121774034045985,-0.16644218949605905,-0.02795709231043475,1,SUB01_1
0.1518909457072945,-0.40039407951701944,-0.7430644735079962,-0.17949109319490303,0.12916399631260228,0.007852832047585356,-0.3007601255299889,0.018949455533303405,-0.1560659838385658,-0.03882283142715781,1,SUB01_1
0.09925626621885358,-0.35791648451584757,-0.7502809551516749,-0.15221775650244895,0.13288392097093255,0.0036162020689677887,-0.2895299248055047,0.0024995799850809908,-0.14281287948134957,-0.05878725259603951,1,SUB01_1
0.043145821118852457,-0.2807762783206101,-0.7550984018054876,-0.11003727727995993,0.1358951558304482,0.0004519803642396014,-0.27830806622549487,-0.011013707023360575,-0.12847393604818186,-0.08011184598295806,1,SUB01_1
0.0004537413356618947,-0.17893796479513768,-0.7595988674980344,-0.055033450146743323,0.13938042816183277,0.00043019740083505287,-0.2675375094756408,-0.02166697008859486,-0.11289180664995035,-0.09333566277973326,1,SUB01_1
-0.014191355777117831,-0.07159641240249137,-0.7661370201404833,0.010173849570974891,0.14428525785969026,0.005066364178265059,-0.25729466887624636,-0.0298320489003,-0.0945910929089957,-0.09071998007728227,1,SUB01_1
-0.00014575070870553875,0.004923222431966301,-0.760884010876832,0.061832903613651014,0.1497874427509397,0.01418502494313495,-0.25958314556029183,-0.027105162313545372,-0.07873712461197302,-0.07437912661725626,1,SUB01_1
0.000722109737804344,0.00376867547177423,-0.6489585966486692,-0.010585601916885956,0.1358674713693241,0.034709396996213004,-0.33823285593968605,0.032454347974272046,-0.10202111765998811,-0.08873826564242832,1,SUB01_1
-0.00033651352647229293,0.0025712402648336297,-0.5434765634420206,-0.059402788561440545,0.09705914699934859,0.09615396649344476,-0.38423035452100895,0.08124969118586817,-0.11698280153528795,-0.09982647491575836,1,SUB01_1
-0.0010277962529146034,0.001482506100842662,-0.44085860965446494,-0.08263101768309455,0.03774818949274039,0.1750062865591699,-0.39132787844348665,0.1236814204527954,-0.12150883267774831,-0.1074887161671238,1,SUB01_1
-0.0009046498473800901,0.0005836699336831952,-0.33781220287874003,-0.08371935217780752,-0.029519511625522354,0.22954631740515458,-0.36570586436821784,0.1646683193685579,-0.11547060103172907,-0.11169441777604239,1,SUB01_1
-0.0004725824590265937,-0.00010637781424072124,-0.234497048245274,-0.06808368136444548,-0.09267676118752538,0.23552770732935835,-0.3195252147229947,0.20731774889013554,-0.1000843628246535,-0.11258136263560437,1,SUB01_1
-0.00015243009419957376,-0.0006041502574842816,-0.13361822539687412,-0.041047335110184935,-0.14390211757197824,0.19465493141879542,-0.2651262707976719,0.2526594400651766,-0.07728838241289743,-0.11042446799064959,1,SUB01_1
-2.4418143165561013e-05,-0.0009413106068688615,-0.03859794195536714,-0.006991165178930725,-0.17991122699677686,0.12468875479179431,-0.21198489956370553,0.30022172544551906,-0.04924158701082598,-0.10556384370501837,1,SUB01_1
-5.94932211606114e-07,-0.001152449499247199,0.04759387069282217,0.030825321243766524,-0.200753115983545,0.046695482978245606,-0.16600805429884186,0.34874281949955593,-0.01800160085762892,-0.09834511652293682,1,SUB01_1
9.268645606574921e-08,-0.001270624821324784,0.12283401487247075,0.07010095923219606,-0.20838379226271286,-0.022929576265598606,-0.13001961973119153,0.39673464027603755,0.014636251489194951,-0.08909931370094154,1,SUB01_1
-1.0906016182921086e-06,-0.001326216025090643,0.1857903730075438,0.10919946483074816,-0.205490759211576,-0.07509536033019654,-0.10458188585541289,0.4428082929083439,0.047174718780674696,-0.07815319454133063,1,SUB01_1
-1.7568242535126455e-05,-0.00134752187128373,0.23582202787115103,0.14688660219390703,-0.19475781827497685,-0.10724752641040064,-0.08878192003317159,0.48587562451975375,0.07843214393785541,-0.0658401021432144,1,SUB01_1
-5.83220178256294e-05,-0.001360448804816894,0.27288311307222435,0.18214682371663576,-0.178487392159959,-0.12120454715356499,-0.08088582057352378,0.5252092139278266,0.10752479770935436,-0.05250389054369187,1,SUB01_1
-0.00010635973852490821,-0.0013839804493820385,0.2966953563239511,0.21325796469947228,-0.15860147571388594,-0.12084089530401604,-0.0787887214699603,0.559248523429032,0.13315491746482994,-0.03875473128793527,1,SUB01_1
-0.00012704552850262285,-0.0014402514135890554,0.3095424263412978,0.24027067456520923,-0.1366731944266294,-0.11085477453115888,-0.08044579458181028,0.5891180056388732,0.15570502271483083,-0.024729910444953596,1,SUB01_1
-7.95558334687474e-05,-0.0015455438574176195,0.3134476666154153,0.26350625009268713,-0.11350664525534093,-0.09489052259667458,-0.08441802314559299,0.616025065637064,0.1757013057772836,-0.010408147297204351,1,SUB01_1
7.473476408881297e-05,-0.0017097399364460752,0.309833642526298,0.282742374226592,-0.08972621750901794,-0.07572262682864128,-0.08957107856310564,0.6402378573271666,0.19319177698039464,0.004089202832942229,1,SUB01_1
0.00036276685497727,-0.0019391796794598903,0.3002273719293279,0.2978344493545666,-0.06597009362362011,-0.055523758903959,-0.0950254633055157,0.6619744156034325,0.20826419971330945,0.01867466212591956,1,SUB01_1
0.0007923709340734164,-0.0022354038355087424,0.28618462091412195,0.30864410802168507,-0.04300372618170978,-0.03600896779684243,-0.10011605614662689,0.6813224816402312,0.22099045593438177,0.03326671024995903,1,SUB01_1
0.001310730638274693,-0.0025785332791237736,0.2696522194759321,0.3139374404055586,-0.02251413404425251,-0.0188333385756026,-0.10416712476156204,0.6970057627046259,0.23081060538785003,0.047205621612367965,1,SUB01_1
0.0018953828386382154,-0.002971540054328814,0.2519542225018825,0.315048427077908,-0.004513467572849261,-0.00437508367234013,-0.10741575736131603,0.7106733918763574,0.2386989673223744,0.061071503788609593,1,SUB01_1
0.0024954916586927833,-0.0034054000301008136,0.23409541033130232,0.31219053119298035,0.010443681225185797,0.006985545879023447,-0.1100060325435358,0.7225665788783572,0.24484502431498756,0.07498010114509396,1,SUB01_1
0.003049203964242908,-0.0038686543791288663,0.21686621222213248,0.305555372124633,0.021924062143893697,0.015191503051337374,-0.1122356925889269,0.7328610934304607,0.2493748893434694,0.08905237150105877,1,SUB01_1
0.003486956116548534,-0.0043464176477840955,0.2009269839251845,0.2953098763466112,0.029611880111800604,0.02047145988374721,-0.11450932367401118,0.7416776655313186,0.25236079341262646,0.10340258730358554,1,SUB01_1
0.0037365606060770773,-0.004818236002783416,0.1868777983160539,0.28162135570833136,0.0332490403781428,0.023283439668567274,-0.11728633943855049,0.7490963603215305,0.2538315033907927,0.11813569773994032,1,SUB01_1
0.0037297533885274348,-0.005254366306313929,0.1752968882084069,0.26470225883573784,0.03252674340358053,0.0242557760502074,-0.1210317095250738,0.7551509472840265,0.25377444619027484,0.13334446297305652,1,SUB01_1
0.0033056797313506525,-0.0055610343793046635,0.16861566003167616,0.24348161256225387,0.026000904434395955,0.024679233200871453,-0.12628653405996543,0.7584022756583398,0.251973800284227,0.14772496510616878,1,SUB01_1
0.0023648778709610685,-0.005611633833145391,0.17023608580148658,0.21696570750645866,0.011921501977406102,0.02671139994257854,-0.1331928227633924,0.7568977746051592,0.24866945263461965,0.15900051553587174,1,SUB01_1
0.0012571845649776425,-0.005461040751905455,0.176501049488065,0.18970852980641228,-0.008122262057671303,0.030203855879420982,-0.14093070453386686,0.7535102173098166,0.24455818880238817,0.16985954191082492,1,SUB01_1
0.0001419360411037407,-0.005076566787119763,0.18688072916528947,0.16398660188849112,-0.034065291924151975,0.035312580510808655,-0.14850135652645519,0.7481569972341663,0.23978042391277016,0.18045240199373447,1,SUB01_1
-0.0008034807689050183,-0.0044538322309957135,0.2001723966619296,0.14254685903651382,-0.06459849607131501,0.04136655463066535,-0.15437294190626621,0.74072130431612,0.23450116350297356,0.19098989576142145,1,SUB01_1
-0.001417443882145597,-0.0036318926666003004,0.21427398578867973,0.1281242760249654,-0.09667384888852382,0.04675624709839982,-0.1564695193694396,0.7309727327927341,0.2289319572193913,0.20168652023556438,1,SUB01_1
-0.001590201878027997,-0.002694558928004298,0.22603688255729787,0.12296171449094473,-0.1259313016088514,0.049422259559602943,-0.1522728944258055,0.7183769670080451,0.22335855568762525,0.21268183777568178,1,SUB01_1
-0.0013064607702207853,-0.0017510086655369017,0.23141765407664006,0.12878361731565902,-0.14859212207624656,0.04806737284814566,-0.13913747214455108,0.7018167278393579,0.21817907370516204,0.2239760527326965,1,SUB01_1
-0.0007022688716196157,-0.0009033279803284389,0.22616299258782185,0.1473217177970646,-0.16431729299666958,0.04343624404366969,-0.11498431114048513,0.6794268771693429,0.21394092634463613,0.23544120910819744,1,SUB01_1
-0.00013330047888387986,-0.00026384347308056055,0.2092995499284458,0.18064142131450195,-0.17670990043925694,0.038803679869830965,-0.07892567326116873,0.6478934456773686,0.21311627877564554,0.24327302455262417,1,SUB01_1
5.551115123125783e-17,5.551115123125783e-17,0.18214201139951258,0.22815255657012845,-0.18903265151333037,0.03798355123444003,-0.03731736886867337,0.6053754958269014,0.22114225843323843,0.23709485898191773,1,SUB01_1
0.0,-5.551115123125783e-17,0.13755847751029715,0.2811528270226291,-0.20485494373431523,0.043526431146594824,-0.008325545228224651,0.5553059905052333,0.23473866254539072,0.21901987998936545,1,SUB01_1
0.0,1.1102230246251565e-16,0.07551375034989527,0.3350250994604251,-0.23040773459518693,0.05488345619038859,0.006269941533120993,0.5036047680050605,0.2444703887720927,0.21068112140752543,1,SUB01_1
0.0,-1.1102230246251565e-16,0.00964145958503615,0.38643444035473024,-0.2539516406871853,0.06789891631831885,0.01168474495210775,0.4522296451074463,0.25064463994734765,0.2136737299084136,1,SUB01_1
0.001865588132693996,-2.9065361299818182e-05,-0.06364654311050238,0.4004058500328946,-0.2507247895079257,0.09814963653217806,-0.029287868681918128,0.39667153320707965,0.2582194571832589,0.19207890207124195,1,SUB01_1
0.004695593339053339,-4.286755144244925e-05,-0.15009978775130567,0.36526060204680905,-0.22556314570388203,0.1459738145936471,-0.11172156371936859,0.3339070573860374,0.2579742888939573,0.15660748796053942,1,SUB01_1
0.006699688535210857,-0.0003017078373446225,-0.23009721893273805,0.3160342562510779,-0.1954436373166581,0.18554435474029896,-0.18099705269265082,0.278177500872721,0.25082617164511106,0.1369580823744596,1,SUB01_1
0.00808765449272586,-0.0008265887587360354,-0.29567888494423294,0.26496974779922056,-0.16638660862176813,0.211367663469891,-0.22812274051371284,0.23625650938489468,0.24297316891118614,0.12915173540203279,1,SUB01_1
0.009238052600797908,-0.0014606743636700337,-0.3442442971160387,0.2191394435635713,-0.14164796315215045,0.2243886688962411,-0.2554792638677357,0.2086765372725154,0.23730677057665378,0.12990077505514913,1,SUB01_1
0.010514947203071834,-0.002049881887463967,-0.37616232849409803,0.18126436197525192,-0.12232666505542777,0.22830882685905335,-0.268831255495122,0.1929526716754768,0.23438216797196526,0.13731654354567607,1,SUB01_1
0.012169081860574193,-0.002511596368995117,-0.392857071752425,0.15129581717845314,-0.1082167483203289,0.22706973881553277,-0.27315602176859566,0.1860565555489747,0.23332742663748396,0.1504029235630387,1,SUB01_1
0.01431803190234826,-0.002828046769574266,-0.39578407300368845,0.12777853373760428,-0.09848079960051731,0.2238614465586526,-0.2716512740757394,0.18532161574637157,0.23255429288245283,0.16846143379905298,1,SUB01_1
0.01694074745151497,-0.0030174873839451943,-0.38601593223335406,0.10874124379895156,-0.09206635381150252,0.2209618957305436,-0.2660951105421843,0.1886043622581241,0.23037123681260419,0.19074548992181417,1,SUB01_1
0.01987116611488049,-0.003110325605884423,-0.36414840629558753,0.09219800643231268,-0.08792643618532459,0.2198620754203403,-0.2574398683698296,0.19430223467651664,0.225482245661636,0.21635923892088166,1,SUB01_1
0.022809658496978635,-0.003135810565677799,-0.3303472902616449,0.07640171822990827,-0.08512409583422553,0.22142302872737035,-0.24621645893159128,0.20139102797938824,0.21726169037731363,0.24431033584493694,1,SUB01_1
0.025369886206902226,-0.003116475742032332,-0.284474521348993,0.05996027397450743,-0.08287617658117685,0.225981348974429,-0.2326953021558349,0.20942352047095886,0.20574912621133096,0.2736391085453818,1,SUB01_1
0.027148013590405362,-0.0030670008200496257,-0.22630478734349213,0.0418688035640612,-0.08055813628632347,0.2334212412226372,-0.21692411739485284,0.21843263051559847,0.1914416737715694,0.30353398145370564,1,SUB01_1
0.027794764495410296,-0.002994873021399558,-0.15580358878996675,0.021504540994585708,-0.07768918326917829,0.2432156526083853,-0.19876764798260266,0.22875842797798174,0.17504428468744493,0.3333771080043995,1,SUB01_1
0.02707487412612719,-0.0029013876260819416,-0.07345803894850622,-0.0013651747512970491,-0.07391330344589286,0.2544673085241448,-0.17799673533580074,0.24087848643529614,0.15728142427968433,0.3627411455932866,1,SUB01_1
0.024911225174881646,-0.002782939273176188,0.019349847360134342,-0.026564439457650635,-0.06896764347355933,0.2659304778760455,-0.1544306080544638,0.2552801411256822,0.1388004004063283,0.39135189957347155,1,SUB01_1
0.02102487148133647,-0.0027838336122453233,0.11081427639402691,-0.056924194320300825,-0.06773790377257721,0.2792172762702783,-0.1373296652104013,0.27250337799643864,0.1246374062798033,0.41125703773384026,1,SUB01_1
0.01599299218172917,-0.003066570684466585,0.1862597455189885,-0.09023653426786504,-0.0774404705678734,0.29730755380655305,-0.1373209488832181,0.29251790891445306,0.12039750570976704,0.4143343196932872,1,SUB01_1
0.011349339871554953,-0.003300506465326869,0.2613552214682543,-0.11495522473452502,-0.0881251549305968,0.3121819824573426,-0.13502122054683813,0.31490435984947696,0.11675062441912182,0.41728190197336473,1,SUB01_1
0.007357250243376301,-0.0034705648714781767,0.332945443111452,-0.12931333808016798,-0.09950175742644618,0.32161011851372656,-0.1303975775259223,0.3397192884675639,0.11359384367549058,0.4201507149626079,1,SUB01_1
0.004172110293401254,-0.0035622871040249526,0.3978101767606952,-0.1318913960542729,-0.1110344762062242,0.32313582598496615,-0.1236012368393935,0.3670574343732146,0.11080926262601482,0.42300113692461044,1,SUB01_1
0.0018412245897754254,-0.003563558010001633,0.4528006456146665,-0.12194791401708038,-0.12197068504141889,0.3142304186949664,-0.11503834557523163,0.39700813238586263,0.1082779819856391,0.4258965553223932,1,SUB01_1
0.00031808033553748505,-0.003466373408057999,0.4950387359972425,-0.0996770775350252,-0.13141253865444102,0.2925200780836725,-0.10542778433252475,0.4296049691313878,0.10588965197685546,0.4289031099965508,1,SUB01_1
-0.0005107365336508574,-0.003268806744583963,0.5222297635318691,-0.06631783466037044,-0.1384078968095362,0.25610724869460877,-0.09583115466357517,0.46475561028946716,0.10354381147262487,0.43209939352651183,1,SUB01_1
-0.0007935521341129737,-0.002976981965355452,0.5330857411573822,-0.024093271736285282,-0.142014654475495,0.20400849447232916,-0.08762590876032028,0.5021718327389454,0.10115183306254455,0.43558375809403843,1,SUB01_1
-0.00068511000846605,-0.0026176122534209423,0.527617155850851,0.024019635736708123,-0.14198132873733504,0.13715745659322076,-0.0826697212961332,0.5411731341319664,0.09896929729887893,0.4389867200411187,1,SUB01_1
-0.0003465852061080854,-0.0022804478842674003,0.5079428117393414,0.07480589830445128,-0.14173715207788684,0.06090535171149353,-0.08358098102643235,0.5801573849799517,0.09890830199321182,0.4394690152932846,1,SUB01_1
7.130902450031007e-05,-0.0019180715992213049,0.4792442180977879,0.12481989039514757,-0.13736519298423894,-0.02252388636918623,-0.08877712411028499,0.6187984841838797,0.09889600749694205,0.4402055601206779,1,SUB01_1
0.00047267629188813,-0.0015531573412683186,0.44542336666559357,0.1713462707694533,-0.1287920287457125,-0.10650528447343022,-0.09804704284849475,0.6558391058577726,0.09887779921653561,0.44139983099597047,1,SUB01_1
0.0007898522652412532,-0.0012054732231384646,0.4101604228199699,0.21242265250077053,-0.11614474977404438,-0.18326802522672903,-0.10999826700811705,0.6899772682860643,0.09883025212726548,0.44325451033475144,1,SUB01_1
0.000979989453593233,-0.0008897597590135087,0.37638722655906587,0.24682341988771678,-0.09962757354072949,-0.2453535851116656,-0.12202060740610426,0.7200745091239793,0.09875339154998025,0.44596925543985255,1,SUB01_1
0.0010234245629073824,-0.0006156325223807269,0.3460726706322417,0.27383811206231184,-0.07943010573912795,-0.2873377514312474,-0.13070089445672034,0.7453560382380774,0.09867441356546042,0.449711988674957,1,SUB01_1
0.0009200399917989044,-0.0003878416065844492,0.3202358436371959,0.29302278119474884,-0.05566308132222164,-0.30719934607070826,-0.13264475189763109,0.7655256104584268,0.09863397216283376,0.4546138821912048,1,SUB01_1
0.0006806011023234304,-0.00020684913976565245,0.29906883972919796,0.30406716156672753,-0.028388125297121758,-0.30674266965600216,-0.12544760350289091,0.7807487028310115,0.09866629697826401,0.4607785536290383,1,SUB01_1
0.0003179661793805133,-7.039029257849272e-05,0.28212973225793464,0.3067921633647017,0.002221142867667447,-0.2909019397883524,-0.10845836790128777,0.7915317414955939,0.09879770470272825,0.4682605616608499,1,SUB01_1
1.1102230246251565e-16,1.1102230246251565e-16,0.2709734240546571,0.3024348082748439,0.03025724413446179,-0.26832522020412464,-0.0864275737743409,0.7986027696703331,0.10005867590182072,0.47400670955197777,1,SUB01_1
0.0,1.1102230246251565e-16,0.2675274383107318,0.2925590603567134,0.050000169430721775,-0.24829271242497647,-0.06772171129056509,0.8029769383270471,0.10279201014652495,0.47513545249456013,1,SUB01_1
-1.6653345369377348e-16,1.1102230246251565e-16,0.2654046992861208,0.27509662286003567,0.07371573245530749,-0.22989329427243071,-0.04762040665662143,0.8052713600572508,0.10422774645854077,0.4790730207381583,1,SUB01_1
0.009436318370341978,-0.00021091897393082926,0.2590067764040905,0.39588231912853244,0.06883177827788162,-0.2750975180974014,-0.05207252175655286,0.7816466989291413,0.17358733634868345,0.3598992648893283,1,SUB02_1
-1.1102230246251565e-16,5.551115123125783e-17,0.1542656398424163,0.3618488827094023,0.2665098348165132,-0.21666310374633502,0.11654505616268573,0.7958137906768499,0.1559261397240067,0.47279377828024893,1,SUB02_1
0.00031232031521877257,-2.903331052794833e-07,0.16300627867901374,0.3377830625621946,0.2656411219367181,-0.23042673202345992,0.08779042690526206,0.7931109140014675,0.15429526930288145,0.4667902479876145,1,SUB02_1
0.0010162168901711177,-1.201779814552495e-06,0.17387465835690197,0.3161934957593037,0.26246188570627693,-0.24118745208684383,0.0632808769490793,0.789929786612668,0.15258163381142148,0.46210415172638947,1,SUB02_1
0.0015871643292836302,-3.120482530705182e-06,0.18194276826039046,0.29997939518236305,0.26236879879043945,-0.2457188494419169,0.050618150678295115,0.7865182536422727,0.1505700284830357,0.4633242808254921,1,SUB02_1
0.0020687536119382566,-7.357779784111784e-06,0.18648445630103178,0.28984772619860855,0.2656506669306591,-0.2438546458519918,0.04948235170610932,0.7830981918997705,0.14841320014827364,0.4704852347641139,1,SUB02_1
0.00248470281711366,-1.5221008595467378e-05,0.18742606686348307,0.2857424978969221,0.2720424675453184,-0.2360712858424705,0.05894816447522755,0.7797112324064663,0.14679443338834341,0.482496768731342,1,SUB02_1
0.0028274096332038257,-2.707628429865494e-05,0.18520834652279605,0.28725247601678167,0.2809756002798758,-0.22316571639474841,0.07805908397542399,0.7763901749290107,0.14671894091373544,0.4976780783342668,1,SUB02_1
0.0030653648753343754,-4.1604695930508306e-05,0.18061212467590515,0.29380489637280865,0.29174624026354146,-0.20615821598473788,0.10584693429889513,0.7733139936379683,0.14913901033907068,0.5142649416374259,1,SUB02_1
0.0032559017217185238,-5.7495661293871514e-05,0.17502562758386608,0.3046179318228349,0.3030885328027071,-0.1865291214366857,0.14029537077166265,0.7707934089718785,0.15449362318260795,0.5303774385462339,1,SUB02_1
0.0071999796022097495,-0.00014129870431794922,0.1851815542652291,0.316514603145581,0.2964707745582527,-0.1740322235396099,0.14693958785181294,0.769119863738813,0.15762617820890495,0.5306105989063483,1,SUB02_1
0.010999916254812225,-0.0002392714157213316,0.19205519360578155,0.33045655955133874,0.29383519879871295,-0.15995716067952914,0.15880935104307253,0.7680071351212091,0.16204438381921227,0.5312919080592304,1,SUB02_1
0.014597400774908842,-0.0003502321700581401,0.19596094442960954,0.3448671439739882,0.29478306020922407,-0.14532193402625765,0.17534569341643597,0.7673482181827196,0.16755236744718754,0.5325402784667992,1,SUB02_1
0.017954229594518756,-0.0004722546381628612,0.19746762180723776,0.3587271013130645,0.2983877384368156,-0.1310200702483908,0.19548427265640467,0.7670052339444067,0.17382408742844196,0.5343643883351048,1,SUB02_1
0.021054883756435494,-0.0006033058653391876,0.1971918022777865,0.3715379558690332,0.3035997768385583,-0.11772125670416406,0.21784158192143016,0.766851364360962,0.18047807117786568,0.5366619459278084,1,SUB02_1
0.023918223080728995,-0.0007421464169277137,0.19566697905315783,0.383182949110493,0.3095198259936297,-0.10580772396580002,0.24099041403122418,0.7667939231759584,0.1871600730870867,0.5392385100639803,1,SUB02_1
0.026596521847403076,-0.0008887300324124103,0.19328894716638212,0.39375904326496447,0.31551358314761035,-0.09536734157397353,0.26374840455408477,0.7667768230670509,0.19360611452422527,0.5418587688583013,1,SUB02_1
0.029159264182697542,-0.0010437367940624998,0.19032381090223993,0.40343427286947897,0.3212008856962014,-0.08625298496177464,0.28536069779082746,0.7667722770356669,0.19966743484412391,0.5443062409735258,1,SUB02_1
0.03167096119848878,-0.0012075659873955757,0.18694512618186765,0.412353739396014,0.3263888142953496,-0.07818304074178406,0.30553171565664405,0.7667708222621528,0.2052980848153293,0.5464368936670446,1,SUB02_1
0.03417423347545079,-0.0013794196432123096,0.18326618172593012,0.42060220040214014,0.33100500805899075,-0.0708508294279912,0.3243426873299774,0.7667746033161212,0.21052278870402835,0.5482145999989556,1,SUB02_1
0.03668679113658946,-0.0015572035394083583,0.17936099758316887,0.42821313254397375,0.3350448817858749,-0.06401405014721334,0.34209331100936097,0.7667933512579278,0.2153975836934085,0.549712516620399,1,SUB02_1
0.03920923729506631,-0.0017383237418623354,0.1752734813630828,0.4351936124940085,0.338532010559054,-0.05754310024232606,0.3591237756531408,0.7668417871390338,0.21997371884156924,0.5510807526020693,1,SUB02_1
0.04173715550788737,-0.00192080677091655,0.17103133968853906,0.4415445632428075,0.3414860209789986,-0.05141878895404095,0.37565014047131956,0.7669364293754075,0.22426976313443175,0.5524816065425386,1,SUB02_1
0.04427135777234792,-0.00210410543294548,0.16665950901222343,0.447265498736493,0.34390814800783825,-0.04568826468503068,0.39168248056109845,0.7670920241791512,0.22826212583717026,0.5540291911805449,1,SUB02_1
0.04682215358331071,-0.0022891151126828158,0.16218809630705266,0.45235175836637487,0.3457867055783532,-0.04040918373354163,0.4070516975656757,0.7673186743911695,0.2318961985297603,0.5557644199556437,1,SUB02_1
0.049405669523425955,-0.0024775738072343456,0.15764918160722008,0.4567945579869007,0.34711360455497253,-0.035611429592009636,0.42150774106337535,0.7676205380980647,0.23510944026408365,0.5576688532154508,1,SUB02_1
0.052039792040941724,-0.0026713207459055366,0.15307898553396815,0.4605825595522799,0.3478913909873536,-0.03128407863117516,0.4347958910692953,0.7679951232883508,0.23784724853491818,0.5596854953143068,1,SUB02_1
0.054738111979200976,-0.002871649286508182,0.1485153486185798,0.46370720003195476,0.3481360024344957,-0.02738044054881411,0.44671309380905994,0.7684336333592412,0.24007411597070932,0.5617399335377748,1,SUB02_1
0.05750736193062078,-0.0030790805535640953,0.14399327130840067,0.46616918961933335,0.34787390004579866,-0.02383018768101869,0.4571347106462635,0.76892223197824,0.24177785065666813,0.5637530280186827,1,SUB02_1
0.06034444025619651,-0.0032934118814589852,0.13953198984787174,0.46799052209401465,0.3471427568048646,-0.020550317654121186,0.4660366976823636,0.769444918684622,0.24297259182388453,0.5656576954718597,1,SUB02_1
0.06323429986121132,-0.0035141011964402447,0.13511785322809655,0.4692230076968559,0.34599209014090676,-0.017453533721016656,0.473496842540125,0.7699873338379647,0.24369652467307462,0.5674142153890761,1,SUB02_1
